response_area_id,RESPONSE_AREA_NAME,urban_class,net_coverage_M,net_demand_M,value_per_acre
00-4608,00-4608,inner_suburban,0.0009729732715283018,0.32498481518652933,1882395.719401959
00-2301,00-2301,inner_suburban,-0.001075060273952086,-1.3652109023614574,1483216.4594974562
00-0402,00-0402,inner_suburban,-0.006701902320069907,0.5930124508013705,5138725.127597539
00-1605,00-1605,inner_suburban,-0.007947504597972714,0.2948564518396099,3731699.4467869815
00-2205,00-2205,inner_suburban,-0.01041776163187224,-1.8241607758406484,1540995.067732657
00-1202,00-1202,inner_suburban,-0.01178273723269552,-0.28583326578089396,3138511.308176754
00-2004,00-2004,inner_suburban,-0.0204400749303418,-0.6762325420720718,1960055.8322839786
00-5202,00-5202,outer_suburban,-0.02677495468010232,0.8740913722206798,1535802.1566946427
00-2404,00-2404,outer_suburban,-0.03415642821084027,-0.03250444555259919,1227598.17702827
00-3605,00-3605,inner_suburban,-0.036888273860032406,0.007179479753045486,1828548.501403729
00-0602,00-0602,inner_suburban,-0.03771786189240051,0.01059146881616108,2546433.6618868904
00-4101,00-4101,outer_suburban,-0.04006651630921362,0.3136363652741732,1191938.963089538
00-1804,00-1804,urban_core,-0.05704408964582933,-2.4773326285087722,2326985.5811822847
00-1702,00-1702,inner_suburban,-0.060519824714584,-0.6866212521879281,1920591.6958484694
00-3202,00-3202,outer_suburban,-0.06375998563325491,0.7268253367849514,2666863.4479246153
00-1103,00-1103,outer_suburban,-0.07013761614596843,0.5592677766438579,1850360.0527612625
00-2702,00-2702,inner_suburban,-0.07220853087717138,0.11607284398235175,1740214.593826889
00-1104,00-1104,inner_suburban,-0.09368147740780972,0.2048809019342893,3499363.250765878
00-2201,00-2201,inner_suburban,-0.10263498543282001,-1.555843946525483,1551051.598795291
00-0903,00-0903,inner_suburban,-0.11342062333246686,0.03668655766770318,4458972.372642953
00-1205,00-1205,inner_suburban,-0.11467943747146432,0.32385498602159624,5407603.429339213
00-0801,00-0801,inner_suburban,-0.11793842320568847,-2.275249182148643,2126317.0737537937
00-2001,00-2001,inner_suburban,-0.11917296146748473,-0.14721201847762946,2042877.563937208
00-5106,00-5106,inner_suburban,-0.13249993136699142,-0.41503361410615724,1906640.369127895
00-3206,00-3206,outer_suburban,-0.14435235037719443,0.6759240117093976,871745.0727912468
00-4904,00-4904,outer_suburban,-0.151553543694201,0.14276725855241432,1077476.0833344308
00-5302,00-5302,outer_suburban,-0.15424457526089289,0.534542896865705,1489869.5136517268
04-4701,04-4701,outer_suburban,-0.15844125722521776,0.5388293690923475,535131.4428016128
00-2904,00-2904,outer_suburban,-0.1786089102915387,0.30658286125184236,1456633.175142414
00-1709,00-1709,outer_suburban,-0.19360029213071278,-0.27677985138214545,2391444.6743706544
00-3003,00-3003,outer_suburban,-0.2065258151209873,-0.4805763436691857,1573701.6532622115
00-0502,00-0502,inner_suburban,-0.20991420348801534,-0.10222279344268222,1962448.9636191782
00-3101,00-3101,outer_suburban,-0.21075500033502856,0.2617120399219014,728624.9660187449
00-2804,00-2804,inner_suburban,-0.21773925426942267,0.11051416474106202,3557941.21990399
00-1901,00-1901,outer_suburban,-0.22167139232050542,0.00478417639837081,1605354.5285268591
00-0504,00-0504,inner_suburban,-0.22261251645489652,-0.6239103578676056,1453915.2360920364
00-2701,00-2701,inner_suburban,-0.22731112244209703,0.3851279619657946,1320429.1265542277
00-1707,00-1707,inner_suburban,-0.24253066152843727,-1.7423969706714202,2837033.619148125
00-2608,00-2608,outer_suburban,-0.24444010980046257,-0.5015243299667261,587305.0445267737
00-2302,00-2302,outer_suburban,-0.27131890161889144,0.2690133721657775,1267262.6603213528
00-5303,00-5303,outer_suburban,-0.2779602504920684,0.5720071512629096,1430852.593934067
00-1604,00-1604,inner_suburban,-0.28195491536761175,0.2753436667989919,3168699.3511039685
00-3507,00-3507,outer_suburban,-0.28837200448761774,0.4385896614983333,1008555.351068075
00-2606,00-2606,outer_suburban,-0.28842729641287934,-0.10014592155335623,613594.8334697951
00-2401,00-2401,inner_suburban,-0.2923802663481464,-1.5419935268575924,535772.5094686218
00-2305,00-2305,inner_suburban,-0.2995491223304287,-1.7612412376140585,1215859.3398913469
00-1703,00-1703,inner_suburban,-0.30322472664297667,-0.40337059427634403,2411896.7902790676
00-3004,00-3004,inner_suburban,-0.3049217031706302,-0.45596649594980176,1438415.9031610247
00-3005,00-3005,inner_suburban,-0.3174554727093903,-1.7579397025156016,1644037.808446945
00-2504,00-2504,inner_suburban,-0.324296766242266,-0.038459118186618096,1917494.3076983874
00-1602,00-1602,inner_suburban,-0.3257987906431634,-0.6889224381965193,2262075.468631639
00-1404,00-1404,inner_suburban,-0.3327807800893024,-0.27174671809428985,2755460.137697208
00-1904,00-1904,inner_suburban,-0.3328986219665689,0.3940630440193822,3199509.8765863916
00-2204,00-2204,inner_suburban,-0.3356479701391048,-2.692312852569792,1628526.510982376
00-2704,00-2704,outer_suburban,-0.33800779717092844,0.0496277011763279,1721695.8187469565
00-3606,00-3606,inner_suburban,-0.3444772701788807,-0.7754661512599754,1729800.1243919136
00-2906,00-2906,outer_suburban,-0.3685537145430387,0.31599218048807554,1622289.5652267393
04-3107,04-3107,outer_suburban,-0.37071790064950283,0.4453168843416056,620014.5242093673
00-2601,00-2601,outer_suburban,-0.37867346217475184,-0.966600695788743,370448.8981578485
00-3104,00-3104,outer_suburban,-0.3790540460278922,0.4793965099180531,2140354.847161619
00-2902,00-2902,inner_suburban,-0.3908463062730666,0.030721808838059184,1736338.2008534102
00-4004,00-4004,inner_suburban,-0.3915017589796818,-0.33470927408015294,1500543.291839017
00-5105,00-5105,outer_suburban,-0.40492441054678896,0.30082936996174364,2276342.0431691348
00-3207,00-3207,outer_suburban,-0.4206459892937267,0.459012452129637,3489223.8043568106
00-2306,00-2306,inner_suburban,-0.42413329819010903,-2.021555880529217,1614413.807778335
00-0803,00-0803,inner_suburban,-0.4285188658257531,-2.0556324878332473,1649022.5938094498
00-0505,00-0505,outer_suburban,-0.43314264917926354,-0.09216449888232778,773088.6728244239
00-1203,00-1203,inner_suburban,-0.438129289625945,0.34397287860129394,3655056.6327788266
00-5002,00-5002,outer_suburban,-0.44037102339415046,-0.13332548986108417,890784.1986350586
00-5401,00-5401,outer_suburban,-0.4417734837166334,0.44212653480221403,412808.55482557445
00-1710,00-1710,inner_suburban,-0.45225292197903283,-0.9341407282059317,1748350.2888922184
04-4702,04-4702,outer_suburban,-0.4527965952416367,0.4183786919907596,831856.4860049915
00-2206,00-2206,inner_suburban,-0.4572158064154881,-1.4650591724823638,2147382.5031684623
00-1708,00-1708,outer_suburban,-0.46701420084067935,-1.292469751801757,2671072.546469842
00-3103,00-3103,outer_suburban,-0.4702663659604118,0.31183580226682717,1737593.1410448486
00-3904,00-3904,outer_suburban,-0.4739683668454233,0.3463079952411688,190192.06690230037
00-1701,00-1701,inner_suburban,-0.478393358899816,-0.8796912003125251,3404723.433787908
SV-5108,SV-5108,outer_suburban,-0.5022038093542559,0.29262309015943405,772988.011234435
00-3607,00-3607,inner_suburban,-0.5146398157464244,-1.5733821069591045,1594363.8183588958
00-4105,00-4105,outer_suburban,-0.5263664721981945,0.2218030792651749,735612.9018793445
00-2006,00-2006,inner_suburban,-0.5325065516585555,-0.25939363488935857,911298.403495403
00-1005,00-1005,outer_suburban,-0.538198491708738,0.30328575585527257,4108366.2412698152
00-1407,00-1407,inner_suburban,-0.542932085648354,-0.2698191688791572,3361648.2896149415
00-3203,00-3203,outer_suburban,-0.5441120670385807,-0.18192603126422657,5494462.687432121
00-4607,00-4607,inner_suburban,-0.5535167632874417,0.12254597755270523,1706688.5786102733
00-3503,00-3503,inner_suburban,-0.5777094567449423,-0.36397861931251707,1371068.4013903374
00-1805,00-1805,inner_suburban,-0.5806392741737462,-1.7454209927735183,1439254.021001431
00-4907,00-4907,outer_suburban,-0.5832856032138513,-0.009020712665312793,693889.9112633314
00-3804,00-3804,outer_suburban,-0.5926123747214432,0.25735502703353463,1512035.4243206822
00-0802,00-0802,urban_core,-0.5931237981317732,-0.9138316747302923,1896416.076841914
00-4108,00-4108,outer_suburban,-0.5948149233907067,0.10245570292685846,304056.4926476861
05-4606,05-4606,inner_suburban,-0.5988988716484296,0.1450291027194562,1581878.1683787212
04-4802,04-4802,outer_suburban,-0.605974328551184,-0.37527718273682403,137119.76991405996
00-2607,00-2607,inner_suburban,-0.6091302800697963,-0.022140658234806706,1999981.5354908847
00-4306,00-4306,outer_suburban,-0.6134674156109412,0.232258409048553,342605.8096302972
00-3901,00-3901,outer_suburban,-0.6151498841294711,-0.5159416282751054,246695.37290016472
00-4610,00-4610,outer_suburban,-0.6153761479346371,0.2345912538203408,1205068.9827054918
00-0503,00-0503,inner_suburban,-0.6153937811788837,0.022494765801910007,981173.336394089
00-4103,00-4103,outer_suburban,-0.6307309067339573,-0.5018316112112057,874118.262873961
00-1402,00-1402,inner_suburban,-0.6379669220883873,-0.1654998818314573,3294351.1427144995
00-3902,00-3902,outer_suburban,-0.6438551908569873,0.25701113604379483,813673.9850435258
00-4107,00-4107,outer_suburban,-0.6510574500521247,0.1946683746073696,167556.78968831184
00-2604,00-2604,outer_suburban,-0.6521085577264313,0.1851341127420956,1696943.3482867552
00-3304,00-3304,inner_suburban,-0.6578541908846792,0.09031536057869026,4534702.811484855
00-1406,00-1406,inner_suburban,-0.6642460448371663,-0.17057111910281783,4023891.394519363
05-4602,05-4602,outer_suburban,-0.6663021931340763,0.17094047733445059,1094512.011325285
00-3608,00-3608,inner_suburban,-0.667212233848865,-0.313509352265478,2653796.9297214495
00-3611,00-3611,inner_suburban,-0.6749489404275023,-1.3137750991872978,1165226.0593329773
00-1505,00-1505,outer_suburban,-0.6800681911968339,0.05113505188460078,722749.2816509292
00-4405,00-4405,outer_suburban,-0.690009730038353,0.21085659686242914,1257325.55625259
00-4305,00-4305,outer_suburban,-0.6950855110797661,0.18881450743908126,310531.9500180017
05-4601,05-4601,outer_suburban,-0.6977293775391709,0.17344590969322538,760585.8444509258
00-1405,00-1405,inner_suburban,-0.7001578189673455,-0.677297950831686,4220940.036446483
04-4406,04-4406,outer_suburban,-0.7041968997890349,0.04821422876981831,491065.74410288414
00-3209,00-3209,outer_suburban,-0.7081112658306049,-0.04053167918142544,1984434.7567726974
04-2604,04-2604,outer_suburban,-0.7176289501890555,-0.9280558223049987,284883.85701965354
00-3205,00-3205,outer_suburban,-0.721521892080197,-0.041217574144566414,1693742.9806137101
00-4201,00-4201,outer_suburban,-0.7238202843098712,-1.477169024647726,291611.36604998214
05-4603,05-4603,outer_suburban,-0.7240087446354836,0.1598912738833637,1958838.8480618931
00-4903,00-4903,inner_suburban,-0.7256307306033642,0.047988283432907314,1388202.8410225136
00-5003,00-5003,outer_suburban,-0.7257324938095826,-0.18115864292942988,246465.62959126863
00-3912,00-3912,outer_suburban,-0.7280852458239266,0.13460688721750222,3815309.561800178
00-1502,00-1502,outer_suburban,-0.729507330370561,-0.64726538289813,437859.9720669742
00-2605,00-2605,outer_suburban,-0.7321335102918126,0.04148550374445891,156763.9139901653
00-3613,00-3613,outer_suburban,-0.7475540790213453,-0.14783972589990474,1435750.1235964415
04-4408,04-4408,inner_suburban,-0.7476551544345055,-0.007968757162103452,2533087.2952624355
00-4609,00-4609,outer_suburban,-0.7486013555676535,0.02925923556410173,2383172.045411542
04-4409,04-4409,inner_suburban,-0.752396060700317,0.1442286891049815,858572.7213807208
05-4605,05-4605,outer_suburban,-0.7531190609196069,0.016258376021180982,1149496.4279470027
00-4104,00-4104,outer_suburban,-0.7646762075544938,-0.046197695759510084,783311.2289343826
00-3802,00-3802,inner_suburban,-0.7686574775596785,-1.4923151782291475,1899954.898453768
00-2808,00-2808,outer_suburban,-0.7712571492929269,0.06174394408011633,663232.6074330305
00-2503,00-2503,inner_suburban,-0.7714649241347054,-0.29899788387777526,2717940.7478948976
00-4902,00-4902,inner_suburban,-0.7835576906190361,-0.5867931615685458,1469234.5636356075
00-4202,00-4202,outer_suburban,-0.7845837330629976,-0.15941991736865493,295480.4078805695
04-2610,04-2610,outer_suburban,-0.7883106433188162,-0.2988772946799515,968116.9541120499
04-2304,04-2304,outer_suburban,-0.7907389862035409,-0.1316425537453288,188031.9807489687
SV-5107,SV-5107,outer_suburban,-0.7928872505040403,-0.09561662418647492,1004236.6767977717
00-2003,00-2003,outer_suburban,-0.7943968094566678,-0.05895198927974925,1561485.3358379267
04-4103,04-4103,outer_suburban,-0.7956917709419343,-0.03479748819211379,93508.0234461862
00-5301,00-5301,outer_suburban,-0.7973784416347176,0.02713949754735815,315094.34887401544
00-4206,00-4206,unknown,-0.7981888881047295,-0.266339768511028,217958.23512552032
00-3612,00-3612,inner_suburban,-0.801749547516327,0.0863920480980041,1096115.5993862557
00-0040,00-0040,outer_suburban,-0.8030834970136358,0.07233336731424415,2369431.5708227973
04-2608,04-2608,outer_suburban,-0.8082066151106005,-0.22121699327561103,442741.4701750592
00-3208,00-3208,outer_suburban,-0.8089281784055048,0.08345499430431,1897464.3128975646
00-4203,00-4203,outer_suburban,-0.8165647437226645,-0.025979421304458246,321301.1616710292
00-2610,00-2610,outer_suburban,-0.8264002297012616,0.05749978881758572,773387.7217063436
00-4205,00-4205,unknown,-0.8285998733498461,0.029850682596099107,27311.296343029633
SV-5109,SV-5109,outer_suburban,-0.8341301498539514,-0.3065226073557335,1193655.184108258
00-5103,00-5103,outer_suburban,-0.8446242590238302,-0.12614574722884644,749836.3289239856
05-4604,05-4604,outer_suburban,-0.8637927549137205,0.020107263605126834,437750.0622539251
00-4208,00-4208,outer_suburban,-0.8690297620889592,0.03183656481182293,58512.67419325216
04-2801,04-2801,inner_suburban,-0.875654498346477,-0.13172652397859125,753700.2112664805
00-0060,00-0060,inner_suburban,-0.8770390368331817,0.03655202135405138,4356000.0
04-2609,04-2609,outer_suburban,-0.8833317852359597,-0.2624095466371008,78372.36943826907
04-2808,04-2808,outer_suburban,-0.8879086086134461,-0.020974898476533388,51046.49652134513
00-3711,00-3711,outer_suburban,-0.8896536632836156,0.015454240712650204,168721.11363729966
00-3903,00-3903,outer_suburban,-0.889713024651137,0.01539487934512894,72807.09878189676
04-2605,04-2605,outer_suburban,-0.8908581558486688,-0.3378011507775487,172304.65832921592
00-4102,00-4102,outer_suburban,-0.8957968981454617,-0.09672842153628804,83355.31002700531
04-3109,04-3109,outer_suburban,-0.8965720560049816,0.021260579277735316,35674.94395424435
04-3811,04-3811,outer_suburban,-0.9000187830998525,0.022055429278348065,1017832.3509534312
00-0020,00-0020,outer_suburban,-0.9000787548334354,0.01775388044928143,1994141.292427042
04-4410,04-4410,inner_suburban,-0.9013264607123285,-0.06408379024380156,88795.53365915168
04-3305,04-3305,outer_suburban,-0.9013587658695997,-0.0683576724965566,209055.99774644533
04-2303,04-2303,outer_suburban,-0.9035685323437904,-0.12570794121203518,651647.4234025287
04-4803,04-4803,outer_suburban,-0.9037890223072328,0.005560458784516659,30704.07350823019
04-2606,04-2606,inner_suburban,-0.905439496382022,-0.021539477863174686,374838.20409425074
00-0070,00-0070,inner_suburban,-0.9062489242345373,0.007342133952695864,2403261.1112356056
00-0090,00-0090,outer_suburban,-0.906267876754357,0.01156475852835977,446810.43751210824
00-4403,00-4403,inner_suburban,-0.9106521603085171,-1.0532137988967216,2191062.3092740937
04-2307,04-2307,outer_suburban,-0.9122672944899988,-0.05381673854405336,68821.3340936586
00-4304,00-4304,outer_suburban,-0.9129896682545005,-0.09271330616790834,1304475.4371052107
00-4703,00-4703,outer_suburban,-0.9130389600903219,-0.2581841047275936,26431.853962427725
00-5005,00-5005,outer_suburban,-0.9139970890030807,-0.05554653305713545,13530.861519282182
00-5001,00-5001,outer_suburban,-0.9147151600387886,-0.22592768791219064,28549.643440347365
04-3803,04-3803,outer_suburban,-0.9154034136365604,0.006670798741640076,124785.21736695699
00-3910,00-3910,outer_suburban,-0.9196527248419107,-0.001820089559193847,1789687.7736942936
00-4508,00-4508,outer_suburban,-0.9202004625190473,-0.07023306076406934,1735299.1844659601
00-3702,00-3702,outer_suburban,-0.9207842922374556,-0.04536742790957561,96528.95522548805
00-3704,00-3704,outer_suburban,-0.9220391374887341,-0.012689656396984553,122084.76822944473
00-3909,00-3909,outer_suburban,-0.922213728326556,-0.017105824330290193,488854.15278243786
00-3108,00-3108,outer_suburban,-0.9224490440514702,-0.01309956295972081,496952.83532647026
00-3508,00-3508,outer_suburban,-0.9225874050882997,-0.02596265528300133,6322.660301577197
04-2607,04-2607,outer_suburban,-0.9251028724492164,-0.007270237166499499,194709.9314466975
00-4006,00-4006,inner_suburban,-0.9257602105534686,-0.10972542556236016,609165.929861136
00-5104,00-5104,outer_suburban,-0.9262353036082653,-0.03385213089845063,4356.027210884354
